"registry_code","age_group","number_of_cases","person_years_at_risk","incidence_rate_100000","latitude","longitude"
217000199,10,16,340255,4.70235558625149,3.4517923,-76.5324943
217000199,17,75,36859,203.478119319569,3.4517923,-76.5324943
217000199,13,74,165226,44.7871400384927,3.4517923,-76.5324943
217000199,9,9,360568,2.49606176920858,3.4517923,-76.5324943
217000199,8,4,372166,1.07478920696678,3.4517923,-76.5324943
217000199,6,2,467978,0.427370517417485,3.4517923,-76.5324943
217000199,12,61,217519,28.0435272321039,3.4517923,-76.5324943
217000199,16,112,62365,179.587909885352,3.4517923,-76.5324943
217000199,2,0,458188,0,3.4517923,-76.5324943
217000199,4,0,511873,0,3.4517923,-76.5324943
217000199,11,33,277699,11.8833701237671,3.4517923,-76.5324943
217000199,18,48,25547,187.888988922378,3.4517923,-76.5324943
217000199,1,0,451637,0,3.4517923,-76.5324943
217000199,3,0,492570,0,3.4517923,-76.5324943
217000199,5,0,498362,0,3.4517923,-76.5324943
217000199,7,6,417289,1.43785242362008,3.4517923,-76.5324943
217000299,8,0,174689,0,7.1114611,-73.1172869
217000299,9,6,172232,3.48367318500627,7.1114611,-73.1172869
217000299,2,0,220622,0,7.1114611,-73.1172869
217000299,13,39,78846,49.4635111483144,7.1114611,-73.1172869
217000299,5,0,241854,0,7.1114611,-73.1172869
217000299,15,35,43995,79.5544948289578,7.1114611,-73.1172869
217000299,10,10,162794,6.14273253314004,7.1114611,-73.1172869
217000299,14,36,59512,60.49200161312,7.1114611,-73.1172869
217000299,7,2,199973,1.00013501822746,7.1114611,-73.1172869
217000299,6,1,232651,0.429828369532046,7.1114611,-73.1172869
217000299,16,43,29762,144.479537665479,7.1114611,-73.1172869
217000299,12,14,102526,13.6550728595673,7.1114611,-73.1172869
217000299,11,20,131362,15.2251031500738,7.1114611,-73.1172869
217000299,1,0,209802,0,7.1114611,-73.1172869
217000299,17,26,28716,90.5418581975206,7.1114611,-73.1172869
217000299,3,0,242117,0,7.1114611,-73.1172869
217000299,4,1,248297,0.402743488644647,7.1114611,-73.1172869
217000399,13,22,35392,62.1609403254973,5.0681104,-75.5173198
217000399,14,17,25159,67.5702531897134,5.0681104,-75.5173198
217000399,5,0,99823,0,5.0681104,-75.5173198
217000399,15,13,18321,70.9568255007915,5.0681104,-75.5173198
217000399,2,0,70127,0,5.0681104,-75.5173198
217000399,9,5,58411,8.56003150091592,5.0681104,-75.5173198
